Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
2-January-2024,3814.40,3814.40,3766.45,3783.25,3786.621209979503851862,28298,3037,107153807.00,15955,56.38,47.95,-31.15
1-January-2024,3792.00,3831.90,3772.80,3810.60,3803.632274555938012867,68853,8634,261891493.00,40802,59.26,59.10,18.60
29-December-2023,3797.85,3822.95,3766.05,3794.95,3797.496589758870883824,105711,13393,401437162.00,37012,35.01,56.90,-2.90
28-December-2023,3822.10,3838.25,3793.75,3801.05,3816.453069455838118676,29256,3578,111654151.00,15829,54.11,44.50,-21.05
27-December-2023,3795.55,3818.00,3768.10,3810.80,3793.607635206786850477,28290,3086,107321160.00,11058,39.09,49.90,15.25
26-December-2023,3780.10,3833.85,3780.10,3794.60,3805.421841175800387376,70216,9316,267201500.00,37554,53.48,53.75,14.50
22-December-2023,3796.30,3845.95,3762.70,3825.30,3806.971265226520292852,127163,12697,484105887.00,38559,30.32,83.25,29.00
21-December-2023,3734.40,3805.00,3734.40,3789.45,3780.868269358187199081,90556,10282,342380307.00,48993,54.10,70.60,55.05
20-December-2023,3821.60,3898.85,3768.00,3780.35,3842.787845849802371541,60720,6313,233334078.00,31838,52.43,130.85,-41.25
19-December-2023,3841.40,3852.00,3791.00,3812.10,3814.309722581360127073,54142,4932,206514357.00,25899,47.84,61.00,-29.30
18-December-2023,3860.00,3928.95,3831.20,3858.00,3871.535904219052554067,73334,7352,283915214.00,33855,46.17,97.75,-2.00
15-December-2023,3660.20,3894.05,3660.20,3860.05,3806.093426520034651357,272428,22523,1036886420.00,112510,41.30,233.85,199.85
14-December-2023,3620.25,3676.35,3620.25,3666.60,3663.531251395242173452,246373,24524,902595185.00,180323,73.19,56.10,46.35
13-December-2023,3641.00,3650.00,3563.05,3593.75,3601.428949027805371040,115769,12438,416933828.00,61727,53.32,86.95,-47.25
12-December-2023,3640.00,3699.00,3632.20,3672.05,3670.187487078767831300,77392,10223,284043150.00,44811,57.90,66.80,32.05
11-December-2023,3626.40,3652.70,3623.00,3642.20,3636.902291591483219054,22168,2581,80622850.00,10697,48.25,29.70,15.80
8-December-2023,3620.15,3644.00,3601.15,3626.40,3624.948673927623713294,274344,20588,994482919.00,47785,17.42,42.85,6.25
7-December-2023,3616.95,3631.00,3592.35,3616.70,3615.689037065032529762,37043,3410,133935969.00,18031,48.68,38.65,-0.25
6-December-2023,3530.45,3612.40,3526.90,3603.35,3575.521519350019442113,48863,4533,174710708.00,23913,48.94,85.50,72.90
5-December-2023,3537.00,3537.00,3503.00,3529.90,3521.410581030312387422,77724,4988,273698116.00,56548,72.75,34.00,-7.10
4-December-2023,3533.05,3545.00,3499.00,3509.65,3512.862296032469146028,48292,3638,169643146.00,29183,60.43,46.00,-23.40
1-December-2023,3495.10,3517.15,3490.00,3509.60,3505.366130174889830949,441821,21656,1548744369.00,82730,18.72,27.15,14.50
30-November-2023,3507.45,3515.00,3481.30,3493.40,3500.046027089983607971,46364,3733,162276134.00,28928,62.39,33.70,-14.05
29-November-2023,3475.15,3517.00,3475.15,3513.10,3503.711665055705346695,98285,9376,344362301.00,57448,58.45,41.85,37.95
28-November-2023,3453.00,3480.00,3431.60,3470.45,3451.067425836670965990,58924,7584,203350697.00,36598,62.11,48.40,17.45
24-November-2023,3499.00,3504.90,3452.25,3457.60,3472.673163045054262632,365537,26628,1269390530.00,74167,20.29,52.65,-41.40
23-November-2023,3539.75,3543.40,3499.00,3508.95,3511.485518113835072792,196038,16153,688384598.00,108525,55.36,44.40,-30.80
22-November-2023,3492.05,3532.45,3481.00,3529.85,3509.470843272796921523,114862,12085,403104840.00,60499,52.67,51.45,37.80
21-November-2023,3523.00,3539.40,3502.00,3510.30,3527.833463498849062808,48656,5370,171650265.00,28121,57.80,37.40,-12.70
20-November-2023,3493.95,3533.10,3493.00,3519.30,3518.068384674672434797,80442,10863,283000457.00,53813,66.90,40.10,25.35
17-November-2023,3518.95,3524.50,3494.05,3502.65,3513.085903270382312298,271375,23780,953363687.00,64193,23.65,30.45,-16.30
16-November-2023,3467.00,3529.00,3415.50,3498.00,3491.666317431354660231,169895,11085,593216649.00,104373,61.43,113.50,31.00
15-November-2023,3385.10,3413.00,3360.00,3399.30,3390.789325448218827531,128174,10535,434611031.00,102130,79.68,53.00,14.20
13-November-2023,3350.00,3357.00,3327.00,3331.70,3334.093061323471460183,32989,6514,109988396.00,21587,65.44,30.00,-18.30
12-November-2023,3359.95,3360.00,3340.00,3358.25,3357.018177381969013053,8197,1569,27517478.00,6264,76.42,20.00,-1.70
10-November-2023,3343.95,3347.00,3322.35,3332.80,3331.095814760758944420,253510,17372,844466100.00,88382,34.86,24.65,-11.15
9-November-2023,3391.00,3392.50,3343.00,3348.25,3365.614528963805938221,35061,3698,118001811.00,25705,73.32,49.50,-42.75
8-November-2023,3377.95,3402.00,3371.85,3380.75,3391.294480053853133140,68334,5776,231740717.00,54046,79.09,30.15,2.80
