Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
4-October-2024,510.00,517.35,501.60,503.45,510.604344787593118522,1345060,29756,686793480.00,354949,26.39,15.75,-6.55
3-October-2024,509.40,515.65,508.20,513.00,511.311949937764561747,817862,16716,418182614.00,607955,74.33,7.45,3.60
1-October-2024,518.95,519.70,514.10,515.95,516.218258594452206569,224738,9493,116013859.00,111805,49.75,5.60,-3.00
30-September-2024,522.35,524.25,514.10,518.10,518.846761626491356221,410700,15448,213090365.00,194381,47.33,10.15,-4.25
27-September-2024,522.00,528.55,520.70,522.75,524.552563208922121538,284058,7460,149003352.00,87281,30.73,7.85,0.75
26-September-2024,517.45,523.75,516.95,522.70,520.986871724417406516,404699,10578,210842866.00,131678,32.54,6.80,5.25
25-September-2024,515.95,519.20,512.25,517.45,516.198598556548673462,395164,9483,203983103.00,266074,67.33,6.95,1.50
24-September-2024,516.35,517.95,514.30,515.30,515.444136650575566282,134650,5732,69404553.00,67994,50.50,3.65,-1.05
23-September-2024,515.05,519.20,513.45,516.85,516.865432760872231588,415807,16394,214916265.00,251769,60.55,5.75,1.80
20-September-2024,510.05,517.25,507.75,514.90,513.691201626011747324,2161854,35965,1110525379.00,320109,14.81,9.50,4.85
19-September-2024,510.00,514.80,507.35,508.20,511.746546132081981919,217365,5782,111235788.00,61044,28.08,7.45,-1.80
18-September-2024,508.00,512.35,505.25,507.05,508.559343520573672528,234280,6572,119145283.00,140593,60.01,7.10,-0.95
17-September-2024,510.50,513.50,506.30,507.45,508.635444147791342835,378669,11887,192604475.00,189477,50.04,7.20,-3.05
16-September-2024,515.10,516.00,510.00,512.10,512.830628876251671737,263947,5036,135360106.00,164115,62.18,6.00,-3.00
13-September-2024,520.00,520.20,512.00,513.80,513.671599778931068649,602527,10997,309501008.00,200105,33.21,8.20,-6.20
12-September-2024,514.50,520.40,508.70,519.05,515.864759439404081981,561688,11487,289755045.00,407623,72.57,11.70,4.55
11-September-2024,512.85,519.50,511.95,514.25,516.519851341320633916,392039,11186,202495926.00,208716,53.24,7.55,1.40
10-September-2024,512.75,514.90,508.85,513.45,513.361567750906420969,384755,15134,197518430.00,276504,71.86,6.05,0.70
9-September-2024,504.95,512.50,500.60,511.50,509.220734658522646092,447936,10033,228098299.00,234989,52.46,11.90,6.55
6-September-2024,512.00,512.00,497.50,501.65,502.376707192308074336,805416,21555,404622238.00,,,14.50,-10.35
5-September-2024,509.00,511.75,507.00,511.15,510.087041914280569061,355392,11443,181280854.00,206847,58.20,4.75,2.15
4-September-2024,502.95,508.10,500.30,506.65,505.684419692340966233,184945,5109,93523805.00,86016,46.51,7.80,3.70
3-September-2024,510.20,516.00,508.00,509.05,512.560064534764934232,283878,6409,145504526.00,80748,28.44,8.00,-1.15
2-September-2024,503.80,512.85,503.80,509.90,510.397235060530717877,590031,14623,301150191.00,287911,48.80,9.05,6.10
30-August-2024,504.90,509.10,500.35,501.85,502.902133677673246018,406575,11129,204467435.00,72636,17.87,8.75,-3.05
29-August-2024,499.90,507.65,497.40,504.95,503.574900060431875118,352463,9646,177491520.00,169090,47.97,10.25,5.05
28-August-2024,500.95,502.20,496.45,497.15,498.914127799152597393,354259,11668,176744820.00,173006,48.84,5.75,-3.80
27-August-2024,507.15,507.50,500.30,500.60,502.851528081892486264,418793,12260,210590700.00,216597,51.72,7.20,-6.55
26-August-2024,506.00,507.95,502.05,505.70,506.144952593642064988,249861,9466,126465884.00,136364,54.58,5.90,-0.30
23-August-2024,504.05,506.50,500.05,505.70,504.505830997076672335,734437,17556,370527749.00,199690,27.19,6.45,1.65
22-August-2024,508.65,508.65,501.55,504.60,505.065731835177303606,208879,8934,105497625.00,77415,37.06,7.10,-4.05
21-August-2024,500.70,508.40,498.90,505.30,504.741028811960748871,558761,24098,282029602.00,295794,52.94,9.50,4.60
20-August-2024,501.95,503.50,497.80,498.85,500.148568032730680441,131253,4612,65646000.00,50956,38.82,5.70,-3.10
19-August-2024,505.95,509.35,499.45,501.15,504.781759393119743816,321645,6059,162360529.00,160785,49.99,9.90,-4.80
16-August-2024,496.90,504.35,492.80,502.55,499.262629598035888451,981207,15879,489879987.00,313768,31.98,11.55,5.65
14-August-2024,492.75,498.95,490.00,491.90,493.696650466139187750,155962,4043,76997917.00,48842,31.32,8.95,-0.85
13-August-2024,495.05,497.60,489.30,489.85,492.670650901428236946,256260,8657,126251781.00,139990,54.63,8.30,-5.20
12-August-2024,492.20,499.90,492.20,494.35,496.981483973131578675,289857,6338,144053562.00,157164,54.22,7.70,2.15
9-August-2024,498.65,498.65,493.25,495.75,495.265733218287262163,474013,11672,234762396.00,140337,29.61,5.40,-2.90
8-August-2024,494.55,497.95,492.55,494.05,495.141174543888890356,378581,9310,187451041.00,142209,37.56,5.40,-0.50
7-August-2024,485.25,495.50,485.25,492.50,492.341478584001564639,255650,6707,125867099.00,99161,38.79,10.25,7.25
6-August-2024,485.15,491.65,484.10,485.20,486.081345342246870588,697815,6655,339194854.00,534801,76.64,7.55,0.05
5-August-2024,467.15,491.75,467.15,485.80,486.016357243528949001,1743998,45487,847611555.00,,,24.60,18.65
2-August-2024,482.40,499.35,482.40,489.30,491.014611599044301601,1919434,34376,942470140.00,581766,30.31,16.95,6.90
1-August-2024,497.40,497.40,491.00,493.75,493.281563046451635242,288795,6242,142457249.00,106234,36.79,6.40,-3.65
31-July-2024,494.80,498.00,490.40,495.05,493.737008321723570584,777363,17597,383812882.00,458834,59.02,7.60,0.25
30-July-2024,496.90,497.70,488.85,490.00,492.347615648837935495,403506,8774,198665217.00,170235,42.19,8.85,-6.90
29-July-2024,508.95,508.95,494.05,495.90,498.385795255120061384,903163,20344,450123610.00,464411,51.42,14.90,-13.05
26-July-2024,494.95,506.25,487.50,502.60,498.442312125459467188,1028093,18249,512445052.00,314709,30.61,18.75,7.65
25-July-2024,490.00,495.90,484.75,489.80,490.320762005960550634,1151907,26682,564803918.00,573323,49.77,11.15,-0.20
24-July-2024,496.90,510.60,490.65,494.05,500.274246053879548544,1556212,36310,778532785.00,397416,25.54,19.95,-2.85
23-July-2024,467.05,497.50,466.55,492.05,482.074502819514660473,1895539,30989,913791021.00,562017,29.65,30.95,25.00
22-July-2024,475.00,479.40,465.75,466.30,471.137577840306287190,433580,9426,204275831.00,171595,39.58,13.65,-8.70
19-July-2024,471.55,479.35,469.50,474.30,474.548043354355592832,1079015,21573,512044457.00,361885,33.54,9.85,2.75
18-July-2024,464.95,470.80,462.50,470.10,467.554463491505693985,637427,14076,298031839.00,358061,56.17,8.30,5.15
16-July-2024,463.00,466.65,461.30,465.50,464.386676285924241645,447713,6423,207911952.00,204500,45.68,5.35,2.50
15-July-2024,459.00,466.20,457.20,462.80,462.740929408949509452,522375,8219,241724293.00,316872,60.66,9.00,3.80
12-July-2024,459.45,463.50,455.80,459.00,458.918940073737393441,2050520,34803,941022465.00,842478,41.09,7.70,-0.45
11-July-2024,450.55,459.45,448.65,458.70,455.676211103694723315,440466,9599,200709878.00,198546,45.08,10.80,8.15
10-July-2024,453.55,455.40,446.35,451.30,450.675844798618092995,1185608,27482,534324887.00,751080,63.35,9.05,-2.25
9-July-2024,447.10,454.95,444.00,452.75,450.614103992713096898,855233,11733,385380052.00,347240,40.60,10.95,5.65
8-July-2024,434.95,444.50,433.65,443.50,439.476974179448217578,1786755,35517,785237681.00,1316675,73.69,10.85,8.55
5-July-2024,429.95,434.30,427.55,433.65,432.080867138571842900,975761,21262,421607659.00,245983,25.21,6.75,3.70
4-July-2024,430.00,431.35,427.10,428.90,429.285787739121815839,645696,16764,277188116.00,400166,61.97,4.25,-1.10
3-July-2024,427.00,429.55,425.90,428.45,427.880199108585219642,205516,5091,87936227.00,87161,42.41,3.65,1.45
2-July-2024,429.55,430.65,422.40,425.35,426.848290802891750849,751932,17953,320960889.00,372160,49.49,8.25,-4.20
1-July-2024,426.90,430.00,424.60,429.30,427.267681310451676301,757113,20725,323489916.00,489839,64.70,5.40,2.40
28-June-2024,426.80,427.90,423.50,424.90,425.531532455300855246,789948,18533,336147783.00,160012,20.26,4.40,-1.90
27-June-2024,424.75,427.25,421.20,425.15,423.824248633510485880,369926,7114,156783609.00,141364,38.21,6.05,0.40
26-June-2024,423.95,426.30,421.95,423.90,424.351531699706058537,287132,6264,121844904.00,155244,54.07,4.35,-0.05
25-June-2024,423.00,424.35,419.75,423.05,422.019138081571765848,255407,5578,107786642.00,123735,48.45,4.60,0.05
24-June-2024,420.85,423.80,420.05,423.25,422.699887322850890572,567107,17860,239716065.00,289970,51.13,3.75,2.40
21-June-2024,424.20,425.00,418.55,419.60,420.816739575228966129,1965247,57629,827008835.00,656872,33.42,6.45,-4.60
20-June-2024,424.00,426.45,421.40,423.35,423.680924717953479734,689248,20217,292021230.00,365687,53.06,5.05,-0.65
19-June-2024,431.15,431.15,423.00,423.70,425.764356456901703463,838351,28798,356939974.00,533861,63.68,8.15,-7.45
18-June-2024,432.10,434.25,428.20,428.80,431.182679759838986817,353263,7178,152320887.00,180070,50.97,6.05,-3.30
14-June-2024,430.50,431.45,429.00,431.10,430.448896794417818183,546453,14978,235220091.00,266068,48.69,2.45,0.60
13-June-2024,436.15,436.35,429.80,430.30,431.561795271417123603,316966,5173,136790416.00,206273,65.08,6.55,-5.85
12-June-2024,431.95,434.10,430.15,432.25,432.383903015748881568,379773,5710,164207732.00,235760,62.08,3.95,0.30
11-June-2024,436.50,437.85,432.30,432.60,434.335635343198266721,347088,7886,150752687.00,200724,57.83,5.55,-3.90
10-June-2024,440.85,440.85,435.90,436.75,437.752018321208757819,398227,10829,174324673.00,226288,56.82,4.95,-4.10
7-June-2024,432.75,441.50,431.15,439.10,437.891818414624367219,2319526,40284,1015701458.00,867664,37.41,10.35,6.35
6-June-2024,437.00,437.60,431.10,435.80,434.525490941836466449,1430312,26156,621507024.00,626322,43.79,6.50,-1.20
5-June-2024,423.50,435.90,418.10,430.30,428.824546110686529401,1647373,41221,706433979.00,759862,46.13,17.80,6.80
4-June-2024,426.95,427.00,403.00,415.40,414.973027106422753371,2583705,92589,1072167885.00,1193862,46.21,24.00,-11.55
3-June-2024,435.55,435.55,428.70,430.55,431.062866339280870663,387107,9322,166867453.00,195037,50.38,6.85,-5.00
31-May-2024,427.45,429.40,424.25,426.15,426.971262605201164705,1359657,38331,580534466.00,338837,24.92,5.15,-1.30
30-May-2024,429.95,430.95,422.40,424.05,425.128582404207402557,378761,10295,161022127.00,174733,46.13,8.55,-5.90
29-May-2024,427.95,432.35,426.05,430.80,429.913921700587129563,430910,11194,185254208.00,237081,55.02,6.30,2.85
28-May-2024,432.00,434.00,428.25,428.90,429.873664905886548920,473843,14732,203692627.00,231565,48.87,5.75,-3.10
27-May-2024,437.80,438.85,430.80,431.50,435.751734912966797024,312984,13707,136383321.00,167324,53.46,8.05,-6.30
24-May-2024,441.85,442.45,435.20,436.10,437.357567782741386173,723488,14396,316422952.00,244067,33.73,7.25,-5.75
23-May-2024,441.45,445.00,436.65,441.20,440.564073241447219320,767762,11025,338248354.00,181834,23.68,8.35,-0.25
22-May-2024,436.90,442.00,435.50,439.75,439.561782859384742568,713685,14951,313708651.00,398184,55.79,6.50,2.85
21-May-2024,436.50,437.05,433.30,434.95,434.917017391180289044,280372,5856,121938554.00,153077,54.60,3.75,-1.55
18-May-2024,437.00,437.50,435.15,436.45,436.571790336843797732,99512,3895,43444132.00,72010,72.36,2.35,-0.55
17-May-2024,431.90,437.70,429.00,436.60,434.621117940487909797,604415,10943,262691523.00,88282,14.61,8.70,4.70
16-May-2024,429.15,432.45,423.10,431.25,427.068792453062784304,648952,21395,277147147.00,287183,44.25,9.35,2.10
15-May-2024,430.45,433.20,426.80,427.85,429.546806192109227268,312010,12261,134022899.00,157464,50.47,6.40,-2.60
14-May-2024,430.05,433.35,428.70,429.70,430.378047373461170145,346692,13387,149208626.00,157353,45.39,4.65,-0.35
13-May-2024,433.85,435.50,429.50,431.85,432.087081744081310396,179854,5107,77712590.00,59342,32.99,6.00,-2.00
10-May-2024,425.85,436.30,425.85,433.20,433.111810521722782052,994647,20700,430793363.00,268893,27.03,10.45,7.35
9-May-2024,440.55,440.95,423.35,425.20,427.679043644671119799,873692,10628,373659759.00,616600,70.57,17.60,-15.35
8-May-2024,441.70,444.65,438.20,440.90,441.465078038790829918,597203,15623,263644269.00,251594,42.13,6.45,-0.80
7-May-2024,436.35,446.15,434.90,440.40,442.634454080744456929,758244,11589,335624919.00,188738,24.89,11.25,4.05
6-May-2024,437.05,440.45,433.00,434.60,433.957965603961323981,704209,5792,305597105.00,565135,80.25,7.45,-2.45
3-May-2024,439.55,439.90,431.50,436.25,435.884407381365407942,843367,26140,367610525.00,264431,31.35,8.40,-3.30
2-May-2024,436.45,442.50,434.90,439.10,439.303031263090825245,284073,6706,124794130.00,113563,39.98,7.60,2.65
30-April-2024,439.45,440.45,435.05,435.60,438.321077729565428074,181604,5409,79600861.00,74396,40.97,5.40,-3.85
29-April-2024,442.50,442.50,434.60,438.00,437.831358880425902010,303544,6238,132901082.00,157406,51.86,7.90,-4.50
26-April-2024,439.75,443.45,436.20,439.95,439.641677745403675206,863516,15386,379637623.00,179396,20.78,7.25,0.20
25-April-2024,431.00,438.20,429.00,437.50,434.087758748377666920,409133,8775,177599627.00,172704,42.21,9.20,6.50
24-April-2024,429.20,430.80,428.25,428.85,429.782104338560340979,347235,11330,149235389.00,208909,60.16,2.55,-0.35
23-April-2024,425.95,430.50,425.25,429.20,428.749683684345024027,160441,4601,68789028.00,64037,39.91,5.25,3.25
22-April-2024,427.40,427.60,423.35,425.25,424.785942433220379975,380393,13797,161585599.00,191691,50.39,4.25,-2.15
19-April-2024,417.60,426.30,416.30,424.80,423.938152362023741921,1183392,28536,501685018.00,324895,27.45,10.00,7.20
18-April-2024,426.45,426.55,417.90,418.95,422.602429377881508904,695816,25323,294053532.00,339379,48.77,8.65,-7.50
16-April-2024,423.70,427.00,423.00,425.95,425.125853368118644496,356089,13673,151382640.00,190088,53.38,4.00,2.25
15-April-2024,425.00,429.00,422.80,425.90,425.763462645532054272,806008,22862,343168757.00,451014,55.96,6.20,0.90
12-April-2024,436.35,436.35,428.35,430.10,430.939535488882032943,1014529,18142,437200656.00,158548,15.63,8.00,-6.25
10-April-2024,427.80,437.75,425.70,436.90,432.650428713964817176,374842,9990,162175552.00,172981,46.15,12.05,9.10
9-April-2024,430.95,431.30,425.70,426.30,428.589322215441863640,234337,5226,100434336.00,123777,52.82,5.60,-4.65
8-April-2024,428.95,431.35,427.80,429.00,429.280410198812739321,804878,23529,345518358.00,539388,67.01,3.55,0.05
5-April-2024,423.10,431.75,420.00,427.85,426.962027455914665064,905233,18279,386500117.00,391874,43.29,11.75,4.75
4-April-2024,425.95,427.40,420.00,422.75,423.262610858612995189,632788,18770,267835501.00,309200,48.86,7.40,-3.20
3-April-2024,426.00,428.90,421.05,425.30,424.629113864319157749,381454,7122,161976474.00,149603,39.22,7.85,-0.70
2-April-2024,429.25,429.25,424.65,425.80,425.997123977685099929,184630,4798,78651849.00,89333,48.38,4.60,-3.45
1-April-2024,428.60,431.45,425.70,426.65,427.907231352826210606,701487,20900,300171360.00,415524,59.23,5.75,-1.95
28-March-2024,427.95,433.05,427.15,428.55,430.071232965618447881,1109374,19754,477109844.00,523910,47.23,5.90,0.60
27-March-2024,427.65,429.00,426.50,428.00,427.924513448110823347,223563,3796,95668088.00,143747,64.30,2.50,0.35
26-March-2024,426.80,429.10,425.85,427.45,427.435159592935436891,221783,6245,94797852.00,104291,47.02,3.25,0.65
22-March-2024,421.25,429.60,421.25,428.45,427.017853257521541611,1525884,25717,651579710.00,597918,39.18,8.35,7.20
21-March-2024,418.80,421.85,416.25,421.25,419.563318464179588122,725215,16679,304273612.00,440084,60.68,5.60,2.45
20-March-2024,409.55,416.45,409.55,415.70,412.666594410285402941,341377,7357,140874884.00,168709,49.42,6.90,6.15
19-March-2024,417.60,419.60,408.75,409.50,411.413014758237704566,699406,12735,287744731.00,441867,63.18,10.85,-8.10
18-March-2024,419.35,420.70,416.95,417.40,418.461842811421497769,1021092,18036,427288040.00,501135,49.08,3.75,-1.95
15-March-2024,418.85,428.50,415.60,419.55,422.873005030747963986,1973464,34529,834524652.00,906603,45.94,12.90,0.70
14-March-2024,422.40,425.55,418.00,419.80,421.717342658119254720,720374,12182,303794209.00,231624,32.15,7.55,-2.60
13-March-2024,439.00,439.00,421.20,422.40,400.499030644882151962,440739923,76943,176515911928.00,437942505,99.37,17.80,-16.60
12-March-2024,405.85,405.90,399.30,404.25,402.072364437125001690,2662012,226988,1070321459.00,965817,36.28,6.60,-1.60
11-March-2024,416.35,418.35,408.50,409.40,414.484385385053858649,443847,8978,183967651.00,183502,41.34,9.85,-6.95
7-March-2024,408.00,415.00,403.65,413.35,409.375999873749993424,950495,19384,389109841.00,353874,37.23,11.35,5.35
6-March-2024,408.65,409.95,400.80,407.70,405.221652155645293060,428410,9123,173601008.00,177985,41.55,9.15,-0.95
5-March-2024,409.15,411.45,404.00,406.10,407.543562570190781338,581451,24693,236966612.00,302853,52.09,7.45,-3.05
4-March-2024,412.20,412.80,408.50,409.10,410.350285953248483111,516518,18119,211953309.00,270273,52.33,4.30,-3.10
2-March-2024,412.70,417.50,410.25,412.20,411.963436098336456026,35226,1661,14511824.00,25535,72.49,7.25,-0.50
1-March-2024,407.05,413.10,407.05,409.50,410.634445378086180725,1032992,24158,424182097.00,338363,32.76,6.05,2.45
29-February-2024,408.55,410.90,404.65,406.50,407.791125311273820079,753356,23789,307211891.00,388998,51.64,6.25,-2.05
28-February-2024,411.85,412.30,406.95,408.60,409.110010506414852082,707187,21942,289317281.00,366098,51.77,5.35,-3.25
27-February-2024,410.00,412.70,408.60,411.15,410.785153066422167889,628224,17795,258065092.00,301458,47.99,4.10,1.15
26-February-2024,410.45,413.00,407.35,409.20,409.826468249509974487,916789,23605,375724398.00,567200,61.87,5.65,-1.25
23-February-2024,416.00,416.05,410.55,411.60,412.536400686915359276,875217,17501,361058871.00,236989,27.08,5.50,-4.40
22-February-2024,406.70,415.00,403.60,414.30,408.529747391007509997,471638,12063,192678153.00,253657,53.78,11.40,7.60
21-February-2024,407.55,410.05,401.35,403.30,406.503858362234595423,571486,13538,232311264.00,291694,51.04,8.70,-4.25
20-February-2024,411.00,411.00,404.30,406.05,406.733156672944680478,684930,15129,278583741.00,437210,63.83,6.70,-4.95
19-February-2024,405.00,412.60,405.00,409.20,409.912607005105721738,1153216,25994,472717777.00,616861,53.49,7.60,4.20
16-February-2024,405.00,409.30,399.50,404.75,403.709571176513056987,1925291,45410,777258404.00,653810,33.96,9.80,-0.25
15-February-2024,413.55,413.60,403.15,404.00,407.011180350897784102,1090574,40513,443875811.00,578748,53.07,10.45,-9.55
14-February-2024,407.15,412.35,404.40,411.60,408.910314520269636123,543399,11301,222201456.00,316134,58.18,7.95,4.45
13-February-2024,406.85,410.55,403.35,406.60,407.110218000838308245,1228665,35885,500202076.00,604573,49.21,7.20,-0.25
12-February-2024,416.05,417.50,406.05,406.85,410.186945369227361887,1133299,44445,464864455.00,665300,58.70,11.45,-9.20
9-February-2024,410.35,424.20,408.70,415.60,417.106135532430756495,1343339,25855,560314939.00,260835,19.42,15.50,5.25
8-February-2024,429.45,429.45,408.65,414.45,417.874697633284528039,3125344,105974,1306002179.00,1603437,51.30,20.80,-15.00
7-February-2024,433.65,434.85,431.00,431.90,432.525124203143342562,807548,27379,349284799.00,472595,58.52,3.85,-1.75
6-February-2024,441.75,441.75,429.55,431.40,432.906499805520534349,1192928,45634,516426285.00,748534,62.75,12.20,-10.35
5-February-2024,443.80,443.80,436.55,438.05,440.645763859740380133,776674,28669,342238108.00,464647,59.83,7.25,-5.75
2-February-2024,444.85,447.15,439.45,440.20,442.952848276660688098,1131263,22307,501096168.00,323333,28.58,7.70,-4.65
1-February-2024,443.30,447.80,439.40,442.85,443.533103175887240299,420292,9149,186413415.00,183552,43.67,8.40,-0.45
31-January-2024,440.00,442.60,438.80,441.45,440.788735223770033837,318586,8049,140429120.00,155030,48.66,3.80,1.45
30-January-2024,447.95,453.65,437.25,438.00,442.401296062981041636,2273192,84612,1005663087.00,1090141,47.96,16.40,-9.95
29-January-2024,456.00,456.00,447.85,450.00,452.359626249456757931,335946,9107,151968407.00,189659,56.46,8.15,-6.00
25-January-2024,463.60,465.00,452.20,455.45,457.965387569057345688,1450606,30847,664327339.00,633967,43.70,12.80,-8.15
24-January-2024,460.80,467.45,458.10,463.70,462.225396815208949763,311606,6795,144032207.00,109102,35.01,9.35,2.90
23-January-2024,474.00,474.10,456.50,458.65,466.313194722477758183,327199,6853,152577211.00,139859,42.74,17.60,-15.35
20-January-2024,473.05,475.25,467.75,468.20,471.565335240995484616,304736,10567,143702934.00,203232,66.69,7.50,-4.85
19-January-2024,469.15,472.95,466.30,471.55,470.617041300263821991,837307,18719,394050943.00,296653,35.43,6.65,2.40
18-January-2024,465.75,467.55,454.55,465.50,463.001584419871265885,666490,19640,308585926.00,298811,44.83,13.00,-0.25
17-January-2024,472.70,476.85,465.30,466.80,470.356340731715727405,348004,6332,163685888.00,142146,40.85,11.55,-5.90
16-January-2024,468.35,474.95,464.40,472.10,469.661248776897794652,239146,5810,112317609.00,115740,48.40,10.55,3.75
15-January-2024,470.55,470.55,466.05,467.40,467.759758567432101643,274528,8379,128413151.00,173112,63.06,4.50,-3.15
12-January-2024,463.45,467.55,460.40,466.60,464.613538086262335070,703482,17868,326847261.00,117531,16.71,7.15,3.15
11-January-2024,465.50,466.45,461.25,462.60,463.567258550486584901,202123,6283,93697605.00,120434,59.58,5.20,-2.90
10-January-2024,464.50,466.65,460.05,463.20,462.379427120079017920,177175,7329,81922075.00,90643,51.16,6.60,-1.30
9-January-2024,469.85,469.85,463.65,464.35,466.414181713486612100,121565,4283,56699640.00,56351,46.35,6.20,-5.50
8-January-2024,474.25,475.00,464.60,465.35,468.405483333076008584,259076,6942,121352619.00,110333,42.59,10.40,-8.90
5-January-2024,479.95,479.95,472.00,473.90,475.065419706082285986,656102,12633,311691372.00,244863,37.32,7.95,-6.05
4-January-2024,480.00,481.40,474.10,475.80,478.949345433242925362,664027,18697,318035297.00,359261,54.10,7.30,-4.20
3-January-2024,471.00,480.70,469.35,477.30,477.591882852311441908,5944428,11286,2839010561.00,5473739,92.08,11.35,6.30
2-January-2024,469.15,471.30,463.65,470.15,468.054138105335831936,324448,8283,151859229.00,131817,40.63,7.65,1.00
1-January-2024,462.40,469.85,462.40,467.25,466.750690758826184908,937013,22806,437351465.00,601086,64.15,7.45,4.85
29-December-2023,464.20,468.00,461.00,462.35,464.172729184713057923,1402635,36170,651064916.00,419904,29.94,7.00,-1.85
28-December-2023,457.50,464.65,456.20,464.20,460.573141659506627795,402698,6731,185471883.00,203998,50.66,8.45,6.70
27-December-2023,457.05,458.60,453.90,456.80,456.152434352778266470,176207,6807,80377252.00,97927,55.57,4.70,-0.25
26-December-2023,456.00,458.95,454.90,456.15,456.928232519046715288,221298,6739,101117304.00,115849,52.35,4.05,0.15
22-December-2023,453.50,455.90,450.65,455.10,454.212886187280706395,661499,15359,300461370.00,161371,24.39,5.25,1.60
21-December-2023,448.05,453.75,444.50,451.25,449.907041985494301771,325803,6779,146581064.00,115102,35.33,9.25,3.20
20-December-2023,459.00,459.25,449.40,450.75,454.480824869495614333,807061,22077,366793749.00,509904,63.18,9.85,-8.25
19-December-2023,453.00,457.80,452.15,456.10,455.491327446823683476,617004,16896,281039971.00,401948,65.15,5.65,3.10
18-December-2023,455.00,455.95,450.45,451.65,452.035248416774273219,744998,22690,336765356.00,423983,56.91,5.50,-3.35
15-December-2023,462.25,462.85,455.00,458.30,457.727285362353587052,863397,25038,395200365.00,339680,39.34,7.85,-3.95
14-December-2023,460.00,461.00,449.50,460.15,457.706759112043578269,366054,8691,167545390.00,166440,45.47,11.50,0.15
13-December-2023,456.95,458.85,452.60,455.60,455.736582066153853185,437586,13014,199423948.00,222792,50.91,6.25,-1.35
12-December-2023,454.95,459.95,452.40,453.10,456.684586519236893337,304597,5937,139104755.00,129269,42.44,7.55,-1.85
11-December-2023,452.95,453.70,449.15,452.30,451.840866759358849917,419309,12602,189460942.00,223621,53.33,4.55,-0.65
8-December-2023,459.85,461.55,448.40,449.15,452.926629896714941948,1217117,26962,551264701.00,358105,29.42,13.15,-10.70
7-December-2023,464.15,465.10,457.30,458.10,459.991979818472632222,263211,5454,121074949.00,120349,45.72,7.80,-6.05
