Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
6-December-2023,453.05,464.50,452.75,463.00,461.306404975457005849,529479,11717,244252054.00,256390,48.42,11.75,9.95
5-December-2023,455.10,457.85,450.05,451.65,453.981049556833273816,249229,5436,113145243.00,131945,52.94,7.80,-3.45
4-December-2023,455.00,456.30,450.90,453.95,453.615284973050433326,1242135,23706,563451422.00,728811,58.67,5.40,-1.05
1-December-2023,438.00,451.10,437.55,449.90,447.620570050208787564,1022331,17409,457616385.00,293608,28.72,13.55,11.90
30-November-2023,437.20,438.40,434.50,435.60,436.134390092610901486,369179,14553,161011658.00,188736,51.12,3.90,-1.60
29-November-2023,436.00,438.30,434.20,437.25,436.301156137928945847,396233,12623,172876916.00,217976,55.01,4.10,1.25
28-November-2023,437.80,439.00,435.00,435.25,436.159093588987721411,390110,14433,170150024.00,269804,69.16,4.00,-2.55
24-November-2023,441.00,442.25,436.85,437.80,438.430091452490123268,438151,9245,192098583.00,97710,22.30,5.40,-3.20
23-November-2023,440.50,442.20,438.40,440.30,440.367745842968836031,290592,9326,127967344.00,148666,51.16,3.80,-0.20
22-November-2023,436.55,440.50,434.90,439.70,437.584528669338227032,160206,3304,70103667.00,91740,57.26,5.60,3.15
21-November-2023,436.05,439.20,435.80,436.05,437.188316717475488176,121370,3163,53061546.00,68807,56.69,3.40,0.00
20-November-2023,439.35,440.00,434.60,436.75,437.467770382631009741,257977,11106,112856623.00,159578,61.86,5.40,-2.60
17-November-2023,438.70,441.35,438.30,439.25,439.506548600540165965,520951,11808,228961376.00,119529,22.94,3.05,0.55
16-November-2023,441.65,444.40,437.60,438.50,441.572022793223864027,426969,12141,188537565.00,217059,50.84,6.80,-3.15
15-November-2023,437.60,442.40,437.45,441.95,439.871734542057368257,404614,11233,177978262.00,280068,69.22,4.95,4.35
13-November-2023,438.45,438.45,435.00,436.00,436.267294239916856537,250170,9010,109140989.00,158579,63.39,3.45,-2.45
12-November-2023,439.90,439.90,437.60,438.50,438.795600292231512298,61595,3766,27027615.00,42873,69.60,2.30,-1.40
10-November-2023,434.45,437.90,432.35,436.20,435.431565072821890977,702536,29494,305906350.00,176413,25.11,5.55,1.75
9-November-2023,437.50,437.95,434.00,434.45,435.593026684357953707,149226,3439,65001805.00,81591,54.68,3.95,-3.05
8-November-2023,433.00,437.40,432.20,436.85,434.909136991133653284,337343,12560,146713553.00,217651,64.52,5.20,3.85
